service_date,service_hour,dong_name,transit_dong_code,included_in_3d_map,transit_inbound,transit_outbound,transit_internal,transit_pressure
20260306,5,신사동,11230510,1,169,45,15,199
20260306,5,논현1동,11230520,1,1123,373,52,1444
20260306,5,논현2동,11230530,1,1338,212,34,1516
20260306,5,삼성1동,11230580,1,1632,222,37,1817
20260306,5,삼성2동,11230590,1,701,142,31,812
20260306,5,대치4동,11230630,1,1511,248,29,1730
20260306,5,역삼1동,11230640,1,2540,572,110,3002
20260306,5,역삼2동,11230650,1,346,136,38,444
20260306,5,압구정동,11230770,0,1179,224,30,1373
20260306,5,청담동,11230780,1,430,101,35,496
20260306,6,신사동,11230510,1,266,104,28,342
20260306,6,논현1동,11230520,1,3064,1008,90,3982
20260306,6,논현2동,11230530,1,2967,499,88,3378
20260306,6,삼성1동,11230580,1,3140,556,79,3617
20260306,6,삼성2동,11230590,1,1862,472,95,2239
20260306,6,대치4동,11230630,1,4822,659,76,5405
20260306,6,역삼1동,11230640,1,7635,2014,335,9314
20260306,6,역삼2동,11230650,1,811,376,84,1103
20260306,6,압구정동,11230770,0,2141,514,59,2596
20260306,6,청담동,11230780,1,737,209,64,882
20260306,7,신사동,11230510,1,763,297,88,972
20260306,7,논현1동,11230520,1,9100,3786,274,12612
20260306,7,논현2동,11230530,1,10093,1277,257,11113
20260306,7,삼성1동,11230580,1,8825,1052,175,9702
20260306,7,삼성2동,11230590,1,5678,1220,269,6629
20260306,7,대치4동,11230630,1,13894,1622,309,15207
20260306,7,역삼1동,11230640,1,21841,5602,1052,26391
20260306,7,역삼2동,11230650,1,1905,1163,311,2757
20260306,7,압구정동,11230770,0,6892,1165,147,7910
20260306,7,청담동,11230780,1,1893,690,250,2333
20260306,8,신사동,11230510,1,836,305,95,1046
20260306,8,논현1동,11230520,1,13346,6189,536,18999
20260306,8,논현2동,11230530,1,14046,1626,406,15266
20260306,8,삼성1동,11230580,1,10859,1366,327,11898
20260306,8,삼성2동,11230590,1,7159,1568,450,8277
20260306,8,대치4동,11230630,1,14537,2149,415,16271
20260306,8,역삼1동,11230640,1,26392,7406,2043,31755
20260306,8,역삼2동,11230650,1,1703,1165,464,2404
20260306,8,압구정동,11230770,0,10497,1520,215,11802
20260306,8,청담동,11230780,1,2724,689,284,3129
20260306,9,신사동,11230510,1,718,334,117,935
20260306,9,논현1동,11230520,1,8250,4362,615,11997
20260306,9,논현2동,11230530,1,7369,1389,458,8300
20260306,9,삼성1동,11230580,1,6458,1133,348,7243
20260306,9,삼성2동,11230590,1,3568,1317,550,4335
20260306,9,대치4동,11230630,1,7827,1887,423,9291
20260306,9,역삼1동,11230640,1,16324,6165,2071,20418
20260306,9,역삼2동,11230650,1,957,835,379,1413
20260306,9,압구정동,11230770,0,7140,1366,330,8176
20260306,9,청담동,11230780,1,1855,684,334,2205
20260306,10,신사동,11230510,1,422,310,117,615
20260306,10,논현1동,11230520,1,4111,3381,488,7004
20260306,10,논현2동,11230530,1,3237,1226,362,4101
20260306,10,삼성1동,11230580,1,3607,1134,291,4450
20260306,10,삼성2동,11230590,1,1776,1118,434,2460
20260306,10,대치4동,11230630,1,3835,1828,309,5354
20260306,10,역삼1동,11230640,1,7287,4735,1298,10724
20260306,10,역삼2동,11230650,1,613,631,289,955
20260306,10,압구정동,11230770,0,4447,1543,265,5725
20260306,10,청담동,11230780,1,979,592,287,1284
20260306,11,신사동,11230510,1,455,308,95,668
20260306,11,논현1동,11230520,1,3350,3556,484,6422
20260306,11,논현2동,11230530,1,2383,1674,445,3612
20260306,11,삼성1동,11230580,1,2823,1876,442,4257
20260306,11,삼성2동,11230590,1,1312,1210,476,2046
20260306,11,대치4동,11230630,1,3123,2365,401,5087
20260306,11,역삼1동,11230640,1,5780,5263,1279,9764
20260306,11,역삼2동,11230650,1,578,657,262,973
20260306,11,압구정동,11230770,0,3498,2086,381,5203
20260306,11,청담동,11230780,1,798,800,373,1225
20260306,12,신사동,11230510,1,474,419,141,752
20260306,12,논현1동,11230520,1,3547,4051,539,7059
20260306,12,논현2동,11230530,1,2516,2081,457,4140
20260306,12,삼성1동,11230580,1,2844,2471,557,4758
20260306,12,삼성2동,11230590,1,1422,1429,497,2354
20260306,12,대치4동,11230630,1,3360,2687,384,5663
20260306,12,역삼1동,11230640,1,5965,6013,1242,10736
20260306,12,역삼2동,11230650,1,671,685,222,1134
20260306,12,압구정동,11230770,0,3395,2720,454,5661
20260306,12,청담동,11230780,1,836,746,339,1243
20260306,13,신사동,11230510,1,547,444,155,836
20260306,13,논현1동,11230520,1,3665,4338,592,7411
20260306,13,논현2동,11230530,1,2650,2244,464,4430
20260306,13,삼성1동,11230580,1,2846,2950,620,5176
20260306,13,삼성2동,11230590,1,1422,1615,525,2512
20260306,13,대치4동,11230630,1,3333,3009,443,5899
20260306,13,역삼1동,11230640,1,6232,6864,1453,11643
20260306,13,역삼2동,11230650,1,718,715,278,1155
20260306,13,압구정동,11230770,0,3462,3203,558,6107
20260306,13,청담동,11230780,1,883,877,395,1365
20260306,14,신사동,11230510,1,537,533,170,900
20260306,14,논현1동,11230520,1,3478,4876,592,7762
20260306,14,논현2동,11230530,1,2097,2767,555,4309
20260306,14,삼성1동,11230580,1,2328,3807,727,5408
20260306,14,삼성2동,11230590,1,1289,1681,464,2506
20260306,14,대치4동,11230630,1,3016,3702,425,6293
20260306,14,역삼1동,11230640,1,5488,7493,1335,11646
20260306,14,역삼2동,11230650,1,725,866,307,1284
20260306,14,압구정동,11230770,0,3306,3781,522,6565
20260306,14,청담동,11230780,1,801,1055,442,1414
20260306,15,신사동,11230510,1,538,579,168,949
20260306,15,논현1동,11230520,1,3551,5623,580,8594
20260306,15,논현2동,11230530,1,2246,3513,520,5239
20260306,15,삼성1동,11230580,1,2072,4838,779,6131
20260306,15,삼성2동,11230590,1,1369,1967,486,2850
20260306,15,대치4동,11230630,1,3442,5062,545,7959
20260306,15,역삼1동,11230640,1,6074,9334,1396,14012
20260306,15,역삼2동,11230650,1,846,1015,327,1534
20260306,15,압구정동,11230770,0,3348,4681,746,7283
20260306,15,청담동,11230780,1,759,1161,419,1501
20260306,16,신사동,11230510,1,535,926,232,1229
20260306,16,논현1동,11230520,1,4158,7215,599,10774
20260306,16,논현2동,11230530,1,2253,4511,598,6166
20260306,16,삼성1동,11230580,1,2200,5686,725,7161
20260306,16,삼성2동,11230590,1,1594,2800,671,3723
20260306,16,대치4동,11230630,1,3752,6860,572,10040
20260306,16,역삼1동,11230640,1,6895,11935,1333,17497
20260306,16,역삼2동,11230650,1,846,1285,329,1802
20260306,16,압구정동,11230770,0,3637,5139,623,8153
20260306,16,청담동,11230780,1,790,1275,394,1671
20260306,17,신사동,11230510,1,617,756,206,1167
20260306,17,논현1동,11230520,1,5761,12831,762,17830
20260306,17,논현2동,11230530,1,2580,7556,569,9567
20260306,17,삼성1동,11230580,1,2380,7393,858,8915
20260306,17,삼성2동,11230590,1,1788,4683,678,5793
20260306,17,대치4동,11230630,1,4027,11434,664,14797
20260306,17,역삼1동,11230640,1,9833,21596,1908,29521
20260306,17,역삼2동,11230650,1,852,1598,375,2075
20260306,17,압구정동,11230770,0,4430,6970,636,10764
20260306,17,청담동,11230780,1,906,1964,443,2427
20260306,18,신사동,11230510,1,724,1066,204,1586
20260306,18,논현1동,11230520,1,6552,18729,907,24374
20260306,18,논현2동,11230530,1,2664,12274,835,14103
20260306,18,삼성1동,11230580,1,2296,9885,1073,11108
20260306,18,삼성2동,11230590,1,1891,6418,900,7409
20260306,18,대치4동,11230630,1,3657,15682,760,18579
20260306,18,역삼1동,11230640,1,11322,26477,2301,35498
20260306,18,역삼2동,11230650,1,1026,1812,403,2435
20260306,18,압구정동,11230770,0,4014,9383,701,12696
20260306,18,청담동,11230780,1,937,2399,550,2786
20260306,19,신사동,11230510,1,474,784,177,1081
20260306,19,논현1동,11230520,1,2822,12192,606,14408
20260306,19,논현2동,11230530,1,1457,6190,447,7200
20260306,19,삼성1동,11230580,1,1246,4608,547,5307
20260306,19,삼성2동,11230590,1,1078,3227,509,3796
20260306,19,대치4동,11230630,1,1891,7214,467,8638
20260306,19,역삼1동,11230640,1,5270,16504,1481,20293
20260306,19,역삼2동,11230650,1,782,1174,297,1659
20260306,19,압구정동,11230770,0,1870,6594,533,7931
20260306,19,청담동,11230780,1,607,1498,303,1802
20260306,20,신사동,11230510,1,304,648,138,814
20260306,20,논현1동,11230520,1,1721,7071,381,8411
20260306,20,논현2동,11230530,1,929,3528,306,4151
20260306,20,삼성1동,11230580,1,913,3167,398,3682
20260306,20,삼성2동,11230590,1,899,1830,305,2424
20260306,20,대치4동,11230630,1,1193,4443,290,5346
20260306,20,역삼1동,11230640,1,3199,10054,883,12370
20260306,20,역삼2동,11230650,1,604,698,155,1147
20260306,20,압구정동,11230770,0,1181,5605,411,6375
20260306,20,청담동,11230780,1,536,956,177,1315
20260306,21,신사동,11230510,1,239,576,140,675
20260306,21,논현1동,11230520,1,1399,6624,325,7698
20260306,21,논현2동,11230530,1,806,2930,227,3509
20260306,21,삼성1동,11230580,1,759,2692,307,3144
20260306,21,삼성2동,11230590,1,797,1490,253,2034
20260306,21,대치4동,11230630,1,1195,4619,482,5332
20260306,21,역삼1동,11230640,1,2601,9515,691,11425
20260306,21,역삼2동,11230650,1,688,695,156,1227
20260306,21,압구정동,11230770,0,965,4023,302,4686
20260306,21,청담동,11230780,1,493,818,126,1185
20260306,22,신사동,11230510,1,210,629,141,698
20260306,22,논현1동,11230520,1,1253,5988,307,6934
20260306,22,논현2동,11230530,1,649,2125,137,2637
20260306,22,삼성1동,11230580,1,646,2025,258,2413
20260306,22,삼성2동,11230590,1,731,1041,178,1594
20260306,22,대치4동,11230630,1,1090,4715,653,5152
20260306,22,역삼1동,11230640,1,2462,8435,700,10197
20260306,22,역삼2동,11230650,1,661,901,161,1401
20260306,22,압구정동,11230770,0,800,2793,201,3392
20260306,22,청담동,11230780,1,430,660,113,977
20260306,23,신사동,11230510,1,106,258,52,312
20260306,23,논현1동,11230520,1,752,3350,177,3925
20260306,23,논현2동,11230530,1,326,875,74,1127
20260306,23,삼성1동,11230580,1,349,586,79,856
20260306,23,삼성2동,11230590,1,482,463,91,854
20260306,23,대치4동,11230630,1,596,1517,160,1953
20260306,23,역삼1동,11230640,1,1404,4559,404,5559
20260306,23,역삼2동,11230650,1,242,263,46,459
20260306,23,압구정동,11230770,0,409,1164,117,1456
20260306,23,청담동,11230780,1,215,273,42,446
20260307,0,신사동,11230510,1,37,75,24,88
20260307,0,논현1동,11230520,1,114,173,26,261
20260307,0,논현2동,11230530,1,30,35,11,54
20260307,0,삼성1동,11230580,1,35,109,24,120
20260307,0,삼성2동,11230590,1,31,84,30,85
20260307,0,대치4동,11230630,1,42,85,22,105
20260307,0,역삼1동,11230640,1,189,539,104,624
20260307,0,역삼2동,11230650,1,97,74,12,159
20260307,0,압구정동,11230770,0,60,154,36,178
20260307,0,청담동,11230780,1,50,83,16,117
20260307,1,신사동,11230510,1,0,6,3,3
20260307,1,논현1동,11230520,1,40,60,7,93
20260307,1,논현2동,11230530,1,2,0,0,2
20260307,1,삼성1동,11230580,1,15,30,7,38
20260307,1,삼성2동,11230590,1,16,25,6,35
20260307,1,대치4동,11230630,1,17,26,1,42
20260307,1,역삼1동,11230640,1,52,238,27,263
20260307,1,역삼2동,11230650,1,34,17,4,47
20260307,1,압구정동,11230770,0,2,2,1,3
20260307,1,청담동,11230780,1,18,15,1,32
20260307,2,신사동,11230510,1,0,0,0,0
20260307,2,논현1동,11230520,1,32,88,1,119
20260307,2,논현2동,11230530,1,0,0,0,0
20260307,2,삼성1동,11230580,1,7,21,11,17
20260307,2,삼성2동,11230590,1,14,22,9,27
20260307,2,대치4동,11230630,1,26,19,2,43
20260307,2,역삼1동,11230640,1,67,149,13,203
20260307,2,역삼2동,11230650,1,21,18,2,37
20260307,2,압구정동,11230770,0,0,0,0,0
20260307,2,청담동,11230780,1,17,11,4,24
20260307,3,신사동,11230510,1,1,0,0,1
20260307,3,논현1동,11230520,1,21,57,3,75
20260307,3,논현2동,11230530,1,0,0,0,0
20260307,3,삼성1동,11230580,1,8,1,0,9
20260307,3,삼성2동,11230590,1,8,9,1,16
20260307,3,대치4동,11230630,1,16,10,1,25
20260307,3,역삼1동,11230640,1,54,103,11,146
20260307,3,역삼2동,11230650,1,16,15,2,29
20260307,3,압구정동,11230770,0,4,4,1,7
20260307,3,청담동,11230780,1,21,28,2,47
20260307,4,신사동,11230510,1,97,19,1,115
20260307,4,논현1동,11230520,1,135,93,11,217
20260307,4,논현2동,11230530,1,84,26,6,104
20260307,4,삼성1동,11230580,1,121,10,1,130
20260307,4,삼성2동,11230590,1,61,37,7,91
20260307,4,대치4동,11230630,1,77,53,3,127
20260307,4,역삼1동,11230640,1,178,170,23,325
20260307,4,역삼2동,11230650,1,73,42,6,109
20260307,4,압구정동,11230770,0,135,41,9,167
20260307,4,청담동,11230780,1,144,50,8,186
20260307,5,신사동,11230510,1,105,45,9,141
20260307,5,논현1동,11230520,1,781,389,51,1119
20260307,5,논현2동,11230530,1,861,159,20,1000
20260307,5,삼성1동,11230580,1,1044,182,19,1207
20260307,5,삼성2동,11230590,1,299,115,35,379
20260307,5,대치4동,11230630,1,681,211,22,870
20260307,5,역삼1동,11230640,1,1033,533,72,1494
20260307,5,역삼2동,11230650,1,170,76,18,228
20260307,5,압구정동,11230770,0,870,212,21,1061
20260307,5,청담동,11230780,1,360,103,32,431
20260307,6,신사동,11230510,1,109,48,12,145
20260307,6,논현1동,11230520,1,900,604,83,1421
20260307,6,논현2동,11230530,1,982,297,33,1246
20260307,6,삼성1동,11230580,1,1019,338,34,1323
20260307,6,삼성2동,11230590,1,373,233,49,557
20260307,6,대치4동,11230630,1,927,363,36,1254
20260307,6,역삼1동,11230640,1,1491,944,163,2272
20260307,6,역삼2동,11230650,1,198,143,33,308
20260307,6,압구정동,11230770,0,966,339,38,1267
20260307,6,청담동,11230780,1,417,121,40,498
20260307,7,신사동,11230510,1,183,81,24,240
20260307,7,논현1동,11230520,1,1848,1037,95,2790
20260307,7,논현2동,11230530,1,1724,409,47,2086
20260307,7,삼성1동,11230580,1,1714,384,47,2051
20260307,7,삼성2동,11230590,1,595,313,74,834
20260307,7,대치4동,11230630,1,1475,505,69,1911
20260307,7,역삼1동,11230640,1,2918,1339,223,4034
20260307,7,역삼2동,11230650,1,326,222,62,486
20260307,7,압구정동,11230770,0,2242,415,58,2599
20260307,7,청담동,11230780,1,592,169,62,699
20260307,8,신사동,11230510,1,408,137,39,506
20260307,8,논현1동,11230520,1,4801,1879,197,6483
20260307,8,논현2동,11230530,1,3054,701,134,3621
20260307,8,삼성1동,11230580,1,2604,611,109,3106
20260307,8,삼성2동,11230590,1,1112,589,167,1534
20260307,8,대치4동,11230630,1,2737,804,113,3428
20260307,8,역삼1동,11230640,1,6215,2454,564,8105
20260307,8,역삼2동,11230650,1,424,436,149,711
20260307,8,압구정동,11230770,0,5780,665,94,6351
20260307,8,청담동,11230780,1,1220,305,108,1417
20260307,9,신사동,11230510,1,586,250,78,758
20260307,9,논현1동,11230520,1,5131,2442,371,7202
20260307,9,논현2동,11230530,1,3532,934,233,4233
20260307,9,삼성1동,11230580,1,2662,846,213,3295
20260307,9,삼성2동,11230590,1,1366,827,298,1895
20260307,9,대치4동,11230630,1,3548,1122,208,4462
20260307,9,역삼1동,11230640,1,6993,3481,924,9550
20260307,9,역삼2동,11230650,1,518,577,230,865
20260307,9,압구정동,11230770,0,5668,997,193,6472
20260307,9,청담동,11230780,1,1329,493,238,1584
20260307,10,신사동,11230510,1,501,277,90,688
20260307,10,논현1동,11230520,1,4462,3594,389,7667
20260307,10,논현2동,11230530,1,3097,1170,241,4026
20260307,10,삼성1동,11230580,1,2986,1072,220,3838
20260307,10,삼성2동,11230590,1,1162,860,272,1750
20260307,10,대치4동,11230630,1,3055,1454,243,4266
20260307,10,역삼1동,11230640,1,6607,4624,960,10271
20260307,10,역삼2동,11230650,1,515,641,235,921
20260307,10,압구정동,11230770,0,5054,1638,222,6470
20260307,10,청담동,11230780,1,1085,581,288,1378
20260307,11,신사동,11230510,1,647,398,111,934
20260307,11,논현1동,11230520,1,4478,4362,458,8382
20260307,11,논현2동,11230530,1,2788,1469,310,3947
20260307,11,삼성1동,11230580,1,3003,2042,351,4694
20260307,11,삼성2동,11230590,1,1299,1094,317,2076
20260307,11,대치4동,11230630,1,3194,1806,314,4686
20260307,11,역삼1동,11230640,1,6796,6089,1208,11677
20260307,11,역삼2동,11230650,1,629,735,294,1070
20260307,11,압구정동,11230770,0,4593,2408,389,6612
20260307,11,청담동,11230780,1,905,672,275,1302
20260307,12,신사동,11230510,1,619,564,169,1014
20260307,12,논현1동,11230520,1,4769,4981,523,9227
20260307,12,논현2동,11230530,1,2905,2089,346,4648
20260307,12,삼성1동,11230580,1,3036,2060,399,4697
20260307,12,삼성2동,11230590,1,1319,1237,358,2198
20260307,12,대치4동,11230630,1,3766,2946,438,6274
20260307,12,역삼1동,11230640,1,7566,7180,1339,13407
20260307,12,역삼2동,11230650,1,617,837,269,1185
20260307,12,압구정동,11230770,0,4484,3269,453,7300
20260307,12,청담동,11230780,1,947,909,331,1525
20260307,13,신사동,11230510,1,681,634,170,1145
20260307,13,논현1동,11230520,1,4560,5740,632,9668
20260307,13,논현2동,11230530,1,2838,2649,391,5096
20260307,13,삼성1동,11230580,1,3105,2361,430,5036
20260307,13,삼성2동,11230590,1,1352,1480,447,2385
20260307,13,대치4동,11230630,1,3197,3290,605,5882
20260307,13,역삼1동,11230640,1,7331,8089,1344,14076
20260307,13,역삼2동,11230650,1,783,946,294,1435
20260307,13,압구정동,11230770,0,4327,3784,548,7563
20260307,13,청담동,11230780,1,856,1016,373,1499
20260307,14,신사동,11230510,1,679,751,211,1219
20260307,14,논현1동,11230520,1,3889,6387,579,9697
20260307,14,논현2동,11230530,1,2323,2594,392,4525
20260307,14,삼성1동,11230580,1,2840,2876,518,5198
20260307,14,삼성2동,11230590,1,1231,1412,388,2255
20260307,14,대치4동,11230630,1,2503,3327,480,5350
20260307,14,역삼1동,11230640,1,6350,8527,1319,13558
20260307,14,역삼2동,11230650,1,633,815,279,1169
20260307,14,압구정동,11230770,0,3878,4548,583,7843
20260307,14,청담동,11230780,1,840,973,351,1462
20260307,15,신사동,11230510,1,604,767,200,1171
20260307,15,논현1동,11230520,1,3742,6936,623,10055
20260307,15,논현2동,11230530,1,2293,3079,421,4951
20260307,15,삼성1동,11230580,1,2803,3153,489,5467
20260307,15,삼성2동,11230590,1,1244,1488,378,2354
20260307,15,대치4동,11230630,1,2434,3619,484,5569
20260307,15,역삼1동,11230640,1,6278,8945,1420,13803
20260307,15,역삼2동,11230650,1,620,793,264,1149
20260307,15,압구정동,11230770,0,3413,5406,638,8181
20260307,15,청담동,11230780,1,798,1022,289,1531
20260307,16,신사동,11230510,1,649,875,216,1308
20260307,16,논현1동,11230520,1,3921,7798,648,11071
20260307,16,논현2동,11230530,1,2320,3295,381,5234
20260307,16,삼성1동,11230580,1,2391,3687,557,5521
20260307,16,삼성2동,11230590,1,1278,1588,367,2499
20260307,16,대치4동,11230630,1,2523,3659,462,5720
20260307,16,역삼1동,11230640,1,6783,10096,1402,15477
20260307,16,역삼2동,11230650,1,731,774,252,1253
20260307,16,압구정동,11230770,0,3406,5962,691,8677
20260307,16,청담동,11230780,1,767,1181,343,1605
20260307,17,신사동,11230510,1,702,783,193,1292
20260307,17,논현1동,11230520,1,4072,6828,624,10276
20260307,17,논현2동,11230530,1,1893,2973,380,4486
20260307,17,삼성1동,11230580,1,2097,3696,644,5149
20260307,17,삼성2동,11230590,1,1242,1510,421,2331
20260307,17,대치4동,11230630,1,2499,4104,710,5893
20260307,17,역삼1동,11230640,1,6977,9561,1435,15103
20260307,17,역삼2동,11230650,1,715,864,264,1315
20260307,17,압구정동,11230770,0,3227,5352,673,7906
20260307,17,청담동,11230780,1,923,1123,348,1698
20260307,18,신사동,11230510,1,563,662,195,1030
20260307,18,논현1동,11230520,1,2830,5534,447,7917
20260307,18,논현2동,11230530,1,1333,2843,388,3788
20260307,18,삼성1동,11230580,1,1376,3145,573,3948
20260307,18,삼성2동,11230590,1,904,1246,321,1829
20260307,18,대치4동,11230630,1,1623,3062,409,4276
20260307,18,역삼1동,11230640,1,4862,7678,1088,11452
20260307,18,역삼2동,11230650,1,581,667,200,1048
20260307,18,압구정동,11230770,0,2288,4597,579,6306
20260307,18,청담동,11230780,1,670,1353,345,1678
20260307,19,신사동,11230510,1,393,564,110,847
20260307,19,논현1동,11230520,1,1904,4191,343,5752
20260307,19,논현2동,11230530,1,924,2569,305,3188
20260307,19,삼성1동,11230580,1,946,2521,423,3044
20260307,19,삼성2동,11230590,1,707,996,271,1432
20260307,19,대치4동,11230630,1,1122,2590,272,3440
20260307,19,역삼1동,11230640,1,3543,6018,857,8704
20260307,19,역삼2동,11230650,1,518,488,148,858
20260307,19,압구정동,11230770,0,1428,3913,410,4931
20260307,19,청담동,11230780,1,497,934,218,1213
20260307,20,신사동,11230510,1,278,550,118,710
20260307,20,논현1동,11230520,1,1468,4003,272,5199
20260307,20,논현2동,11230530,1,774,1984,194,2564
20260307,20,삼성1동,11230580,1,760,2374,398,2736
20260307,20,삼성2동,11230590,1,699,934,175,1458
20260307,20,대치4동,11230630,1,984,2381,224,3141
20260307,20,역삼1동,11230640,1,3029,5493,697,7825
20260307,20,역삼2동,11230650,1,460,483,145,798
20260307,20,압구정동,11230770,0,1024,4558,352,5230
20260307,20,청담동,11230780,1,453,738,133,1058
20260307,21,신사동,11230510,1,186,452,95,543
20260307,21,논현1동,11230520,1,1115,4359,282,5192
20260307,21,논현2동,11230530,1,648,1786,141,2293
20260307,21,삼성1동,11230580,1,653,2310,311,2652
20260307,21,삼성2동,11230590,1,721,741,147,1315
20260307,21,대치4동,11230630,1,951,2456,278,3129
20260307,21,역삼1동,11230640,1,2714,5857,483,8088
20260307,21,역삼2동,11230650,1,435,418,81,772
20260307,21,압구정동,11230770,0,970,3012,250,3732
20260307,21,청담동,11230780,1,386,659,112,933
20260307,22,신사동,11230510,1,184,367,65,486
20260307,22,논현1동,11230520,1,1027,4152,222,4957
20260307,22,논현2동,11230530,1,516,1215,113,1618
20260307,22,삼성1동,11230580,1,401,1536,215,1722
20260307,22,삼성2동,11230590,1,613,594,103,1104
20260307,22,대치4동,11230630,1,744,2947,406,3285
20260307,22,역삼1동,11230640,1,1900,5692,505,7087
20260307,22,역삼2동,11230650,1,399,482,91,790
20260307,22,압구정동,11230770,0,682,2240,204,2718
20260307,22,청담동,11230780,1,365,486,66,785
20260307,23,신사동,11230510,1,112,226,36,302
20260307,23,논현1동,11230520,1,554,2075,141,2488
20260307,23,논현2동,11230530,1,216,456,43,629
20260307,23,삼성1동,11230580,1,222,365,89,498
20260307,23,삼성2동,11230590,1,252,272,67,457
20260307,23,대치4동,11230630,1,354,747,115,986
20260307,23,역삼1동,11230640,1,892,3079,330,3641
20260307,23,역삼2동,11230650,1,187,177,36,328
20260307,23,압구정동,11230770,0,349,797,93,1053
20260307,23,청담동,11230780,1,192,232,39,385
20260308,0,신사동,11230510,1,20,21,6,35
20260308,0,논현1동,11230520,1,52,89,9,132
20260308,0,논현2동,11230530,1,12,16,3,25
20260308,0,삼성1동,11230580,1,17,66,20,63
20260308,0,삼성2동,11230590,1,30,41,14,57
20260308,0,대치4동,11230630,1,21,48,14,55
20260308,0,역삼1동,11230640,1,87,264,57,294
20260308,0,역삼2동,11230650,1,38,36,7,67
20260308,0,압구정동,11230770,0,13,77,17,73
20260308,0,청담동,11230780,1,20,57,8,69
20260308,1,신사동,11230510,1,0,0,0,0
20260308,1,논현1동,11230520,1,22,36,0,58
20260308,1,논현2동,11230530,1,0,0,0,0
20260308,1,삼성1동,11230580,1,11,23,7,27
20260308,1,삼성2동,11230590,1,12,20,5,27
20260308,1,대치4동,11230630,1,13,18,0,31
20260308,1,역삼1동,11230640,1,34,100,10,124
20260308,1,역삼2동,11230650,1,11,19,1,29
20260308,1,압구정동,11230770,0,0,5,0,5
20260308,1,청담동,11230780,1,6,5,1,10
20260308,2,신사동,11230510,1,0,0,0,0
20260308,2,논현1동,11230520,1,18,30,0,48
20260308,2,논현2동,11230530,1,0,0,0,0
20260308,2,삼성1동,11230580,1,12,16,4,24
20260308,2,삼성2동,11230590,1,16,5,0,21
20260308,2,대치4동,11230630,1,10,11,0,21
20260308,2,역삼1동,11230640,1,47,62,4,105
20260308,2,역삼2동,11230650,1,18,7,0,25
20260308,2,압구정동,11230770,0,0,0,0,0
20260308,2,청담동,11230780,1,13,8,1,20
20260308,3,신사동,11230510,1,2,0,0,2
20260308,3,논현1동,11230520,1,14,21,4,31
20260308,3,논현2동,11230530,1,2,0,0,2
20260308,3,삼성1동,11230580,1,36,2,0,38
20260308,3,삼성2동,11230590,1,32,17,6,43
20260308,3,대치4동,11230630,1,18,17,0,35
20260308,3,역삼1동,11230640,1,83,48,3,128
20260308,3,역삼2동,11230650,1,25,14,0,39
20260308,3,압구정동,11230770,0,4,2,1,5
20260308,3,청담동,11230780,1,24,12,2,34
20260308,4,신사동,11230510,1,35,22,2,55
20260308,4,논현1동,11230520,1,71,98,11,158
20260308,4,논현2동,11230530,1,53,20,4,69
20260308,4,삼성1동,11230580,1,65,14,2,77
20260308,4,삼성2동,11230590,1,24,19,10,33
20260308,4,대치4동,11230630,1,38,36,1,73
20260308,4,역삼1동,11230640,1,106,138,20,224
20260308,4,역삼2동,11230650,1,59,31,6,84
20260308,4,압구정동,11230770,0,73,40,4,109
20260308,4,청담동,11230780,1,71,40,3,108
20260308,5,신사동,11230510,1,88,42,7,123
20260308,5,논현1동,11230520,1,400,329,52,677
20260308,5,논현2동,11230530,1,507,142,29,620
20260308,5,삼성1동,11230580,1,557,109,8,658
20260308,5,삼성2동,11230590,1,169,77,13,233
20260308,5,대치4동,11230630,1,357,147,18,486
20260308,5,역삼1동,11230640,1,665,374,46,993
20260308,5,역삼2동,11230650,1,91,58,14,135
20260308,5,압구정동,11230770,0,541,206,28,719
20260308,5,청담동,11230780,1,191,60,17,234
20260308,6,신사동,11230510,1,89,38,8,119
20260308,6,논현1동,11230520,1,484,526,51,959
20260308,6,논현2동,11230530,1,557,248,19,786
20260308,6,삼성1동,11230580,1,714,297,30,981
20260308,6,삼성2동,11230590,1,213,164,31,346
20260308,6,대치4동,11230630,1,413,305,36,682
20260308,6,역삼1동,11230640,1,925,711,103,1533
20260308,6,역삼2동,11230650,1,112,119,35,196
20260308,6,압구정동,11230770,0,760,279,35,1004
20260308,6,청담동,11230780,1,255,86,32,309
20260308,7,신사동,11230510,1,125,43,20,148
20260308,7,논현1동,11230520,1,698,716,82,1332
20260308,7,논현2동,11230530,1,750,274,37,987
20260308,7,삼성1동,11230580,1,1068,298,48,1318
20260308,7,삼성2동,11230590,1,271,201,40,432
20260308,7,대치4동,11230630,1,724,333,42,1015
20260308,7,역삼1동,11230640,1,1528,1021,147,2402
20260308,7,역삼2동,11230650,1,177,136,27,286
20260308,7,압구정동,11230770,0,1269,266,37,1498
20260308,7,청담동,11230780,1,323,138,42,419
20260308,8,신사동,11230510,1,255,101,33,323
20260308,8,논현1동,11230520,1,1358,1139,135,2362
20260308,8,논현2동,11230530,1,1450,403,96,1757
20260308,8,삼성1동,11230580,1,1900,420,81,2239
20260308,8,삼성2동,11230590,1,521,384,118,787
20260308,8,대치4동,11230630,1,1339,549,98,1790
20260308,8,역삼1동,11230640,1,2952,1573,295,4230
20260308,8,역삼2동,11230650,1,304,334,96,542
20260308,8,압구정동,11230770,0,2581,557,98,3040
20260308,8,청담동,11230780,1,671,259,116,814
